Job Title,Job Company,Job Location,Salary Estimate,Company Rating,Company Rating Numbers,Company Size,Company Founded,Company Type,Company Industry,Company Sector,Company Revenue
FinTech Software Developer,"Robert Half
3.8",Vancouver,CA$120K - CA$140K (Employer est.),"3.8
★★★★★",553,10000+ Employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD)
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Full-Stack Software Development Engineer,"Ecoation
4.2",North Vancouver,CA$94K - CA$122K (Glassdoor est.),"4.2
★★★★★",0,51 to 200 Employees,2010,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable
"Software Development Engineer, Payments Engineering Team","Amazon.com.ca, Inc.
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
DevOps Software Engineer - FIFA (Contract),"Electronic Arts
4.1",Vancouver,CA$107K - CA$127K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
"Software Development Engineer, Amazon Delivery Experience Team","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Full Stack Engineer,"Accenture
4.1",Vancouver,CA$72K - CA$114K (Employer est.),"4.0
★★★★★",1484,10000+ Employees,1989,Company - Public,Consulting,Business Services,$10+ billion (USD)
computer game developer,"Smoking Gun Interactive Inc.
4.0",Vancouver,CA$90K - CA$130K (Employer est.),"4.0
★★★★★",0,1 to 50 Employees,2007,Company - Private,Video Games,Media,Unknown / Non-Applicable
DevOps Engineer,"UserTesting
4.2",Vancouver,CA$78K - CA$95K (Glassdoor est.),"4.2
★★★★★",52,201 to 500 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Software Development Engineer (CloudFront),"Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Engineer OSS -R1016,"Ooma, INC
3.6",Vancouver,CA$83K - CA$135K (Glassdoor est.),"3.6
★★★★★",68,201 to 500 Employees,2004,Company - Public,Telecommunications Manufacturing,Telecommunications,$100 to $500 million (USD)
Full Stack Developer,iA Dealer Services,Vancouver,CA$70K - CA$90K (Employer est.),-1,0,,,,,,
Software Developer_Powertech,BC Hydro,Surrey,CA$82K - CA$195K (Glassdoor est.),"3.8
★★★★★",74,1001 to 5000 Employees,1961,Government,Energy,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD)
Full Stack Software Engineer (Remote),"Article
4.3",Vancouver,CA$90K - CA$98K (Glassdoor est.),"4.3
★★★★★",50,1001 to 5000 Employees,2011,Company - Private,Home Furniture & Housewares Stores,Retail,Unknown / Non-Applicable
Full Stack Developer,Coupe Beverages,Vancouver,CA$25 - CA$60 Per Hour(Employer est.),-1,0,,,,,,
Software Engineer,"Scout Talent Group
1.8",Burnaby,CA$65K - CA$85K (Employer est.),"1.8
★★★★★",1,1 to 50 Employees,2008,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
Senior .Net Engineer - Remote (Burnaby) - Full-Time,"CorGTA Inc.
5.0",Burnaby,CA$115K - CA$130K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Software Engineer - Omni-Channel Engagement,"Workday
4.2",Vancouver,CA$88K - CA$102K (Glassdoor est.),"4.2
★★★★★",1297,10000+ Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
"Software Development Engineer, Payments Engineering Team","Amazon.com.ca, Inc.
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Presentation Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Gameplay Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Software Development Engineer - AWS Organizations,"Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$130K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Software Engineer (Unity),"Navigator Games
3.3",Vancouver,CA$80K - CA$90K (Employer est.),"3.3
★★★★★",0,1 to 50 Employees,,Unknown,,,Unknown / Non-Applicable
Software Engineer,POSTALONG TECHNOLOGY INC,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
Senior Software Engineer,High Potential Recruiting,Burnaby,CA$75K - CA$85K (Employer est.),-1,0,,,,,,
Senior Full Stack Developer,"Kortext
5.0",Canada,CA$80K - CA$110K (Employer est.),"5.0
★★★★★",0,51 to 200 Employees,,Company - Private,,,Unknown / Non-Applicable
Senior .Net Engineer - Remote (Burnaby) - Full-Time,"CorGTA Inc.
5.0",Burnaby,CA$115K - CA$130K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Full Stack Developer,Coupe Beverages,Vancouver,,-1,0,,,,,,
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Software Engineer - Omni-Channel Engagement,"Workday
4.2",Vancouver,CA$88K - CA$102K (Glassdoor est.),"4.2
★★★★★",1297,10000+ Employees,2005,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Software Engineer - C#/.Net,"Canalyst
3.3",Vancouver,CA$72K - CA$100K (Glassdoor est.),"3.3
★★★★★",8,51 to 200 Employees,,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
"Software Development Engineer, Payments Engineering Team","Amazon.com.ca, Inc.
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Gameplay Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Presentation Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
"Software Engineer, New Service, EC2 Networking","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Full-Stack Software Development Engineer,"Ecoation
4.2",North Vancouver,CA$94K - CA$122K (Glassdoor est.),"4.2
★★★★★",0,51 to 200 Employees,2010,Company - Private,Farm Support Services,Agriculture & Forestry,Unknown / Non-Applicable
"Senior Software Engineer, Tools and Infrastructure (PHP)","Hush Communications Canada Inc.
4.8",Vancouver,CA$100K - CA$120K (Employer est.),"4.8
★★★★★",3,1 to 50 Employees,1999,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Full Stack Software Engineer (Remote),"Article
4.3",Vancouver,CA$90K - CA$98K (Glassdoor est.),"4.3
★★★★★",50,1001 to 5000 Employees,2011,Company - Private,Home Furniture & Housewares Stores,Retail,Unknown / Non-Applicable
Software Engineer,"Scout Talent Group
1.8",Burnaby,CA$65K - CA$85K (Employer est.),"1.8
★★★★★",1,1 to 50 Employees,2008,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Gameplay Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Presentation Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Software Engineer - C#/.Net,"Canalyst
3.3",Vancouver,CA$72K - CA$100K (Glassdoor est.),"3.3
★★★★★",8,51 to 200 Employees,,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
"Software Development Engineer, Payments Engineering Team","Amazon.com.ca, Inc.
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Software Engineer,"Offworld industries
4.4",New Westminster,CA$84K - CA$117K (Glassdoor est.),"4.4
★★★★★",4,Unknown,,Company - Private,,,Unknown / Non-Applicable
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Online Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Senior Software Engineer - DevOps,"Calabrio
3.6",Vancouver,CA$73K - CA$121K (Glassdoor est.),"3.6
★★★★★",68,201 to 500 Employees,,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
Software Engineer,POSTALONG TECHNOLOGY INC,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
"Associate Software Engineer, Scotia Digital (Remote Vancouver Hub)","Scotiabank
3.9",Vancouver,CA$67K - CA$109K (Glassdoor est.),"3.9
★★★★★",2211,10000+ Employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Senior Software Engineer,"Sierra Wireless
3.4",Richmond,CA$78K - CA$101K (Glassdoor est.),"3.4
★★★★★",22,1001 to 5000 Employees,1993,Company - Public,Telecommunications Manufacturing,Telecommunications,$500 million to $1 billion (USD)
Full Stack Developer,Coupe Beverages,Vancouver,CA$25 - CA$60 Per Hour(Employer est.),-1,0,,,,,,
"Software Engineer, New Service, EC2 Networking","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Software Engineer - C#/.Net,"Canalyst
3.3",Vancouver,CA$72K - CA$100K (Glassdoor est.),"3.3
★★★★★",8,51 to 200 Employees,,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Software Development Engineer, Payments Engineering Team","Amazon.com.ca, Inc.
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Presentation Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Gameplay Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
"Associate Software Engineer, Scotia Digital (Remote Vancouver Hub)","Scotiabank
3.9",Vancouver,CA$67K - CA$109K (Glassdoor est.),"3.9
★★★★★",2211,10000+ Employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Software Development Engineer - AWS Organizations,"Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$130K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Online Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Senior Software Engineer,"Offworld industries
4.4",New Westminster,CA$84K - CA$117K (Glassdoor est.),"4.4
★★★★★",4,Unknown,,Company - Private,,,Unknown / Non-Applicable
Senior Software Engineer,"Sierra Wireless
3.4",Richmond,CA$78K - CA$101K (Glassdoor est.),"3.4
★★★★★",22,1001 to 5000 Employees,1993,Company - Public,Telecommunications Manufacturing,Telecommunications,$500 million to $1 billion (USD)
Software Engineer,POSTALONG TECHNOLOGY INC,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
Sr. Software Engineer,"Zepp Health
2.5",Vancouver,CA$91K - CA$150K (Glassdoor est.),"2.5
★★★★★",10,201 to 500 Employees,2014,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,Unknown / Non-Applicable
Senior Software Engineer,High Potential Recruiting,Burnaby,CA$75K - CA$85K (Employer est.),-1,0,,,,,,
Software Developer_Powertech,BC Hydro,Surrey,CA$82K - CA$195K (Glassdoor est.),"3.8
★★★★★",74,1001 to 5000 Employees,1961,Government,Energy,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD)
Software Developer,"ContainerWorld Forwarding Services Inc
3.7",Richmond,CA$73K - CA$82K (Glassdoor est.),"3.7
★★★★★",48,1001 to 5000 Employees,1963,Company - Public,Wholesale,Business Services,Unknown / Non-Applicable
"Software Engineer, New Service, EC2 Networking","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Associate Software Engineer, Scotia Digital (Remote Vancouver Hub)","Scotiabank
3.9",Vancouver,CA$67K - CA$109K (Glassdoor est.),"3.9
★★★★★",2211,10000+ Employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Software Engineer,POSTALONG TECHNOLOGY INC,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
"Software Development Engineer, Payments Engineering Team","Amazon.com.ca, Inc.
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Engineer - C#/.Net,"Canalyst
3.3",Vancouver,CA$72K - CA$100K (Glassdoor est.),"3.3
★★★★★",8,51 to 200 Employees,,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"3.7
★★★★★",1191,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Software Development Engineer - AWS Organizations,"Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$130K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Engineer 1,"WELL Health Technologies Corp
2.8",Vancouver,CA$80K - CA$119K (Glassdoor est.),"2.8
★★★★★",0,Unknown,,Company - Private,,,Unknown / Non-Applicable
Gameplay Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Senior Software Engineer - DevOps,"Calabrio
3.6",Vancouver,CA$73K - CA$121K (Glassdoor est.),"3.6
★★★★★",68,201 to 500 Employees,,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
Senior Low-Code Developer,"Elantis Solutions Inc
3.7",Vancouver,CA$90K (Employer est.),"3.7
★★★★★",5,1 to 50 Employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Software Development Engineer in Test,"Neurio Technology
3.1",Vancouver,CA$51K - CA$69K (Glassdoor est.),"3.1
★★★★★",268,1001 to 5000 Employees,1959,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
"Software Engineer, New Service, EC2 Networking","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Software Engineer - C#/.Net,"Canalyst
3.3",Vancouver,CA$72K - CA$100K (Glassdoor est.),"3.3
★★★★★",8,51 to 200 Employees,,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Software Engineer,POSTALONG TECHNOLOGY INC,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
"Associate Software Engineer, Scotia Digital (Remote Vancouver Hub)","Scotiabank
3.9",Vancouver,CA$67K - CA$109K (Glassdoor est.),"3.9
★★★★★",2211,10000+ Employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
"Software Development Engineer, Payments Engineering Team","Amazon.com.ca, Inc.
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Software Engineer,"Sierra Wireless
3.4",Richmond,CA$78K - CA$101K (Glassdoor est.),"3.4
★★★★★",22,1001 to 5000 Employees,1993,Company - Public,Telecommunications Manufacturing,Telecommunications,$500 million to $1 billion (USD)
Senior Software Engineer - DevOps,"Calabrio
3.6",Vancouver,CA$73K - CA$121K (Glassdoor est.),"3.6
★★★★★",68,201 to 500 Employees,,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
Software Engineer (Unity),"Navigator Games
3.3",Vancouver,CA$80K - CA$90K (Employer est.),"3.3
★★★★★",0,1 to 50 Employees,,Unknown,,,Unknown / Non-Applicable
Gameplay Software Engineer - FIFA,"Electronic Arts
4.1",Vancouver,CA$92K - CA$125K (Glassdoor est.),"4.1
★★★★★",950,5001 to 10000 Employees,1982,Company - Public,Video Games,Media,$2 to $5 billion (USD)
Senior Low-Code Developer,"Elantis Solutions Inc
3.7",Vancouver,CA$90K (Employer est.),"3.7
★★★★★",5,1 to 50 Employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Full Stack Developer,Coupe Beverages,Vancouver,CA$25 - CA$60 Per Hour(Employer est.),-1,0,,,,,,
"Software Engineer, New Service, EC2 Networking","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Software Engineer - C#/.Net,"Canalyst
3.3",Vancouver,CA$72K - CA$100K (Glassdoor est.),"3.3
★★★★★",8,51 to 200 Employees,,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Software Engineer,POSTALONG TECHNOLOGY INC,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
"Associate Software Engineer, Scotia Digital (Remote Vancouver Hub)","Scotiabank
3.9",Vancouver,CA$67K - CA$109K (Glassdoor est.),"3.9
★★★★★",2211,10000+ Employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
"Software Development Engineer, Payments Engineering Team","Amazon.com.ca, Inc.
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Software Engineer,"Sierra Wireless
3.4",Richmond,CA$78K - CA$101K (Glassdoor est.),"3.4
★★★★★",22,1001 to 5000 Employees,1993,Company - Public,Telecommunications Manufacturing,Telecommunications,$500 million to $1 billion (USD)
Software Development Engineer - AWS Organizations,"Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$130K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Senior Software Engineer - DevOps,"Calabrio
3.6",Vancouver,CA$73K - CA$121K (Glassdoor est.),"3.6
★★★★★",68,201 to 500 Employees,,Company - Private,Consulting,Business Services,$100 to $500 million (USD)
Sr Software Engineer,"ServiceNow
4.4",Vancouver,CA$127K - CA$134K (Glassdoor est.),"4.4
★★★★★",755,10000+ Employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD)
"Software Development Engineer, Amazon Delivery Experience Team","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
"Senior Software Engineer, Tools and Infrastructure (PHP)","Hush Communications Canada Inc.
4.8",Vancouver,CA$100K - CA$120K (Employer est.),"4.8
★★★★★",3,1 to 50 Employees,1999,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable
Full Stack Developer,Coupe Beverages,Vancouver,CA$25 - CA$60 Per Hour(Employer est.),-1,0,,,,,,
Software Developer,"ContainerWorld Forwarding Services Inc
3.7",Richmond,CA$73K - CA$82K (Glassdoor est.),"3.7
★★★★★",48,1001 to 5000 Employees,1963,Company - Public,Wholesale,Business Services,Unknown / Non-Applicable
Software Development Engineer in Test,"Neurio Technology
3.1",Vancouver,CA$51K - CA$69K (Glassdoor est.),"3.1
★★★★★",268,1001 to 5000 Employees,1959,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
"Software Engineer, New Service, EC2 Networking","Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$135K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
DevOps - CICD Engineer,SimplyAsk,Burnaby,CA$60K - CA$100K (Employer est.),-1,0,,,,,,
Software Engineering: Full Time Opportunities Microsoft Leap,"Microsoft
4.4",Vancouver,CA$95K - CA$115K (Glassdoor est.),"4.4
★★★★★",6744,10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD)
Software Engineer,POSTALONG TECHNOLOGY INC,Richmond,CA$48 Per Hour(Employer est.),-1,0,,,,,,
"Associate Software Engineer, Scotia Digital (Remote Vancouver Hub)","Scotiabank
3.9",Vancouver,CA$67K - CA$109K (Glassdoor est.),"3.9
★★★★★",2211,10000+ Employees,1832,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
Software Engineer - C#/.Net,"Canalyst
3.3",Vancouver,CA$72K - CA$100K (Glassdoor est.),"3.3
★★★★★",8,51 to 200 Employees,,Unknown,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior Software Engineer,"Sierra Wireless
3.4",Richmond,CA$78K - CA$101K (Glassdoor est.),"3.4
★★★★★",22,1001 to 5000 Employees,1993,Company - Public,Telecommunications Manufacturing,Telecommunications,$500 million to $1 billion (USD)
Software Development Engineer - AWS Organizations,"Amazon Dev Centre Canada ULC
3.7",Vancouver,CA$100K - CA$130K (Glassdoor est.),"3.7
★★★★★",4703,10000+ Employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD)
Software Engineer / Full Stack Developer,MPM Engineering,Surrey,CA$53K - CA$89K (Glassdoor est.),-1,0,Unknown,,Company - Private,,,Unknown / Non-Applicable
